,Energy (kcal/mol)
4yhf,50.40286
4yhm,8.93402
4yho,-6.82716
4yhp,-34.26832
4yhq,-19.64849
4yht,4.83491
4yhz,-115.46252
4yih,275.75713
4yik,277.84767
4yje,231.57726
4yjl,76.36043
4yjn,47.01896
4yk0,19.78489
4yk5,118.74303
4yk6,203.26199
4ykj,-7.97587
4ykk,-2.2575
4ykn,-5.86462
4yl0,80.3191
4yl1,97.17796
4yl3,94.91269
4ylj,129.37896
4ylk,121.91292
4yll,123.28198
4ylu,36.7987
4ym2,101.59908
4ym4,731.05722
4ymb,42.01334
4ymg,83.37538
4ymh,82.1451
4ymj,30.47058
4yml,-42.64823
4ymq,38.61833
4ymx,-187.8636
4ynb,8.5682
4ynd,163.61615
4yne,12.14177
4ynk,99.99289
4ynl,-358.18441
4yo6,83.52834
4yo8,-124.03297
4yog,79.88022
4yoi,53.32856
4yoj,71.32886
4yoz,41.1976
4yp1,-72.11266
4yp8,124.12412
4ypf,47.48082
4yps,113.73643
4yqh,94.34829
4yqm,-60.45198
4yqu,-24.39128
4yqv,21.80169
4yrc,-10.20581
4yrd,92.34838
4yrg,28.901
4yrr,29.66396
4yrs,27.29785
4yrt,13.06948
4ys7,26.31397
4ysi,153.58506
4ysl,26.85914
4yt6,53.17971
4yt7,42.9863
4ytc,-31.38058
4ytf,84.69165
4yth,94.65218
4yti,59.70345
4yur,151.20601
4yuw,6.44984
4yux,58.0361
4yuy,-3.91167
4yuz,-68.85501
4yv0,88.25436
4yv1,21.07022
4yv2,3.46262
4yv5,604.30382
4yv8,-413.71925
4yv9,271.7311
4yvc,-0.734
4yve,12.65266
4yvz,89.66891
4yw2,249.36303
4yw6,149.52724
4yw7,444.98165
4ywa,463.90589
4yx4,-54.48814
4yx9,79.62783
4yxd,39.13746
4yxi,-52.61144
4yxo,-55.8111
4yxu,-56.69697
4yy6,-79.19486
4yyi,28.76956
4yyl,57.1795
4yym,42.03037
4yyn,-112.04729
4yyt,-43.86907
4yz5,239.43679
4yz9,-7.57232
4yzc,147.74235
4yzm,248.75456
4yzn,-34.82711
4yzu,51.77839
4z07,-107.36416
4z0d,-27.10282
4z0e,-30.69988
4z0f,-38.50376
4z0k,58.44071
4z0q,-17.41288
4z0u,17.75251
4z16,73.68517
4z1e,-12.36465
4z1j,-15.49729
4z1k,-19.51725
4z1n,-15.37669
4z1q,52.99241
4z1s,53.54991
4z22,-109.43602
4z2b,158.67945
4z2g,-254.13586
4z2h,-242.81068
4z2i,-245.62658
4z2j,-245.91942
4z2k,-241.10416
4z2l,-240.91699
4z2o,273.13733
4z2p,282.72371
4z3v,150.38571
4z46,
4z5w,137.22622
4z68,41.50205
4z6h,28.94554
4z6i,19.41751
4z7f,-70.84573
4z7h,4.80521
4z7i,119.26029
4z7n,51.42943
4z7o,49.16053
4z7q,-14.42648
4z83,5.90303
4z84,19.78977
4z88,55.08931
4z89,-24.48153
4z8a,-56.36795
4z8d,-28.84282
4z8m,89.59533
4z90,24.06133
4z93,92.52763
4z9l,-70.95322
4za0,-4.37971
4zae,73.46101
4zam,209.03762
4zb6,-10.41874
4zb8,-16.29298
4zba,92.03391
4zbf,74.8771
4zbi,52.73901
4zcw,-14.95868
4zdu,-57.44402
4ze6,-32.21118
4zeb,124.27032
4zec,-200.17768
4zed,163.76527
4zei,-50.23694
4zek,-49.08448
4zfi,15.51237
4zg6,102.07346
4zg7,118.17449
4zg9,-12.76998
4zga,-18.70843
4zgk,32.23674
4zh2,71.17031
4zh3,44.3472
4zh4,44.91065
4zhl,-2.06353
4zhm,180.71831
4zij,-2.33262
4zim,84.81176
4zip,75.40719
4zj8,34.23623
4zjc,100.44612
4zji,134.96968
4zjj,-6.92563
4zjr,105.85307
4zjw,76.11943
4zk5,102.5597
4zki,55.43537
4zl4,-129.21744
4zla,51.62854
4zlo,129.47235
4zls,28.69455
4zly,101.84836
4zlz,142.2974
4zme,81.72866
4zmf,-21.64966
4znx,-224.8886
4zo5,55.71742
4zom,50.60888
4zow,128.95972
4zpe,8.70155
4zpf,68.28775
4zpg,7.73108
4zph,29.88845
4zqt,17.51087
4zro,-26.78358
4zs0,-14.68291
4zs2,70.01439
4zs3,58.67325
4zs9,295.99693
4zsa,144.39388
4zsg,-37.43969
4zsh,73.61941
4zsj,-32.48041
4zsl,-23.4478
4zsm,-76.22717
4zsp,-69.37463
4zsq,-28.95286
4zsr,-31.21198
4zt2,-10.98869
4zt3,-36.62234
4zt4,49.59197
4zt5,-5.72323
4zt6,-30.01156
4zt7,-38.52281
4zt8,-97.98137
4ztl,-22.30584
4ztm,-175.55279
4ztn,23.82493
4ztq,-2.34679
4ztr,-52.69799
4zts,-8.69188
4zud,50.31856
4zum,137.24323
4zun,68.23221
4zuo,100.73755
4zup,24.01788
4zuq,25.50397
4zur,25.58073
4zv1,-187.68825
4zv2,-43.02047
4zvi,31.63218
4zw3,35.84755
4zw5,58.14177
4zw6,47.96641
4zw7,57.86304
4zw8,81.6836
4zwx,-129.34761
4zwy,-97.89776
4zwz,-19.76074
4zx0,-54.06383
4zx1,-46.35309
4zx3,71.92255
4zx4,104.46252
4zx5,88.71679
4zx6,122.63004
4zx8,25.98718
4zx9,71.0764
4zxx,86.70993
4zxy,54.71563
4zy0,80.69128
4zy1,84.69576
4zy2,94.68814
4zy4,-109.11656
4zy5,-65.33084
4zy6,-55.11522
4zyc,126.89112
4zyf,221.38204
4zyi,141.92373
4zyq,132.94818
4zyr,156.5153
4zyt,-142.53976
4zyu,-169.05025
4zyv,-2.84395
4zyw,13.33325
4zyx,-175.38134
4zyy,-185.98633
4zyz,-190.88471
4zz0,-174.41477
4zz1,-170.31673
4zz2,-179.56739
4zz3,-56.20998
4zzd,72.19276
4zzx,-12.76512
4zzy,-9.87903
4zzz,-12.18558
5a00,-8.24364
5a09,103.58113
5a0a,61.72421
5a0b,147.83927
5a0c,57.01783
5a0e,281.39556
5a14,67.3242
5a1f,202.44139
5a2i,-189.83952
5a2j,-155.6355
5a2k,-146.36039
5a2s,111.30657
5a3h,181.09069
5a3n,84.51057
5a3o,80.29534
5a3q,236.0308
5a3r,237.08944
5a3s,137.45391
5a3t,39.04366
5a3u,34.8897
5a3w,149.67226
5a3x,-35.49041
5a46,135.82225
5a4c,-133.56737
5a4e,-26.91001
5a4l,-37.94441
5a4q,-25.11858
5a4t,-9.60016
5a54,8.39474
5a5d,10.82892
5a5o,1.12682
5a5p,55.91581
5a5q,-27.8003
5a5r,28.97727
5a5s,27.20264
5a5v,16.39488
5a5z,55.21457
5a69,60.83992
5a6a,86.7625
5a6b,88.72837
5a6h,-23.66131
5a6i,82.01722
5a6k,70.04196
5a6n,-45.98729
5a6x,87.14579
5a7b,90.7787
5a7c,-40.91956
5a7i,2359.15825
5a7j,1080.52768
5a7y,67.3382
5a81,33.36502
5a82,40.99388
5a83,112.66277
5a85,37.92644
5a8x,80.21374
5a8y,5.68248
5a8z,113.99435
5a9u,54.06253
5aa8,54.5532
5aa9,54.20811
5aaa,24.20737
5aab,25.21486
5aac,25.18513
5aad,71.32975
5aae,51.86464
5aaf,101.62999
5aag,167.41551
5aan,119.01454
5ab0,167.91847
5ab1,818.51886
5ab9,10.41176
5aba,56.32715
5abe,82.75107
5abf,78.81127
5abg,86.64864
5abh,66.89472
5abp,82.97815
5abw,104.38186
5acb,-1.57962
5acw,15.74491
5acx,78.12183
5acy,54.04789
5ad1,16.00802
5adq,57.70752
5adr,59.68564
5ads,57.66059
5adt,56.83383
5aeh,86.3779
5aei,335.51921
5ael,324.85938
5aen,68.36975
5aep,-36.47671
5aer,-57.88715
5aes,10.02638
5afj,69.08566
5afk,-46.17262
5afl,-41.70741
5afm,-37.63986
5afn,3.41707
5afv,139.33056
5afx,204.94699
5agi,
5agj,
5agr,
5ags,
5agt,
5agu,223.22692
5agv,214.21151
5ah2,253.60884
5ahj,139.55497
5ahu,37.30205
5ahw,-33.66946
5ai0,21.45971
5ai1,72.00138
5ai4,15.63632
5ai5,-85.70432
5ai6,35.46751
5ai8,-20.81038
5ai9,42.48528
5aia,27.39723
5aib,31.42159
5aic,33.05712
5aip,35.76743
5ais,51.65318
5aiv,61.88577
5aix,105.70891
5ajc,347.87438
5ajo,326.35967
5ajp,343.29761
5ajv,93.29668
5ajw,116.66587
5ajx,87.94141
5ajy,68.38253
5ajz,69.62929
5ak0,78.54647
5ak2,80.20747
5ak3,40.11176
5ak4,30.23674
5ak5,83.17122
5ak6,21.96592
5ake,-8.74887
5akg,-6.67247
5akh,61.52539
5aki,-32.8221
5akj,13.69478
5akk,6.80755
5akl,74.1205
5aku,-1.14217
5akw,-22.09898
5akz,-94.67051
5al1,-48.86146
5al2,-60.99167
5al3,-71.0459
5al4,-29.72999
5al5,-21.94972
5alb,86.5184
5alc,88.46774
5ald,17.42166
5ale,15.71269
5alf,-14.27569
5alg,108.10238
5alh,-43.4797
5ali,-7.31271
5alj,28.59592
5alk,74.12939
5all,17.14983
5alm,64.48461
5aln,41.50885
5alo,53.81837
5alp,58.08709
5alr,4.4484
5als,-47.75818
5alt,19.0447
5alu,-22.43266
5alv,20.33295
5alw,61.06331
5alx,-1.45079
5aly,73.14645
5alz,-126.11302
5am0,37.2562
5am1,-10.29226
5am2,26.44115
5am3,-19.88656
5am4,23.44926
5am5,6.34475
5am6,139.63299
5am7,137.63649
5amd,-112.51099
5amg,-143.61693
5aml,-162.67088
5amn,11.50603
5anq,-32.8485
5ans,64.98365
5ant,-67.13469
5anu,-51.25429
5anv,78.57567
5anw,-37.74768
5aoi,28.40997
5aoj,47.07818
5aok,35.42418
5aol,48.60152
5aom,-12.1428
5ap0,-55.32822
5ap1,41.17568
5ap2,63.34375
5ap3,-54.21131
5ap4,43.55001
5ap5,87.74874
5ap6,63.50802
5ap7,35.46513
5aph,34.70118
5apj,32.64305
5apr,119.74045
5aqf,81.69283
5aqg,136.09389
5aqh,13.38568
5aqj,-122.79156
5aqk,-218.86179
5aqn,-13.77968
5aqo,-24.39089
5aqp,-26.19939
5aqq,-24.2983
5aqr,-27.90449
5aqt,39.15202
5aqu,49.31826
5aqv,77.80221
5aqz,23.11763
5ar0,84.67465
5ar4,57.05369
5ar5,48.80168
5ar7,-42.79949
5ar8,-37.64168
5arf,-13.44348
5arg,-8.91298
5aut,74.12826
5auu,23.4693
5auv,21.70272
5auw,49.20266
5aux,49.50898
5auy,54.24337
5auz,36.04434
5av0,41.82377
5ave,-1.37592
5avf,-94.94071
5avi,93.05272
5awj,100.80375
5awt,48.06506
5awu,123.38478
5ax3,54.84553
5ax9,138.95017
5axi,51.08705
5axp,129.67451
5axq,171.2882
5ayf,114.88037
5ayt,131.64632
5ayy,166.93493
5azf,103.23345
5azg,52.59492
5b0x,48.2418
5b1s,24.20356
5b25,-0.44188
5b2d,338.28591
5b4k,-7.29645
5b4l,232.62586
5b4w,-248.78475
5b56,-379.40165
5b5b,164.97183
5b5f,-17.86297
5b5g,27.03719
5b5o,1.70261
5b5p,22.90909
5b6c,-152.08903
5bjt,284.29328
5bml,-21.13716
5bmm,113.75969
5bms,-104.39798
5bnj,87.40732
5bnm,-7.77482
5bnr,25.36783
5bns,23.523
5boj,50.94136
5bot,-15.1574
5boy,8.86335
5bpa,52.25578
5bpe,26.92866
5bpp,70.91455
5bq0,55.16852
5bqg,20.59724
5bqh,-15.9983
5bqi,39.71753
5bqs,27.5401
5brn,11.15873
5bry,1.11624
5brz,96.79516
5bs0,76.414
5bs4,-14.45899
5bsk,-55.42737
5btr,18.19286
5btv,-125.45072
5btx,-41.98529
5bue,63.54584
5bui,17.11404
5buj,70.88364
5bv3,-414.39968
5bvd,-52.68437
5bve,-58.46651
5bvf,-48.14081
5bvk,-37.64716
5bvn,-59.31438
5bvo,-33.53741
5bvw,54.98483
5bw4,82.48095
5bwb,100.56973
5bwc,116.48029
5byi,-40.31702
5byy,36.79986
5byz,-13.179
5c0k,18.07719
5c0m,-81.24395
5c11,-35.50833
5c13,-63.079
5c1m,247.55835
5c1w,-40.24807
5c1x,-12.81732
5c1y,-45.67426
5c20,-22.83497
5c26,45.41889
5c28,-64.01013
5c29,-57.28731
5c2a,-52.69603
5c2e,-74.02649
5c2h,-54.26265
5c2o,-49.90394
5c3k,-54.31769
5c3p,126.34892
5c42,-13.14093
5c4k,528.08419
5c4l,655.46553
5c4o,135.08173
5c4s,127.15049
5c4t,106.94304
5c4u,104.70264
5c5h,-77.25172
5c5t,126.34515
5c6o,179.76678
5c6p,168.4789
5c6v,85.51136
5c7a,230.10943
5c7b,200.13547
5c7c,238.00332
5c7d,219.17796
5c7e,189.15456
5c7f,-66.98319
5c7n,-46.06478
5c83,294.20602
5c84,254.318
5c85,56.84087
5c87,24.61395
5c8k,-91.40216
5c8m,-104.63418
5c8n,-81.12784
5c91,-0.91424
5cal,-126.15384
5can,-112.06422
5cao,-103.54924
5cap,-59.04876
5caq,-57.2626
5cas,-51.86938
5cau,-53.03871
5cav,-52.09632
5cbm,1.21919
5cbr,63.17819
5cbs,23.74214
5cc2,76.27408
5ccl,-0.09454
5ccm,-147.7313
5cdh,170.91958
5ceh,110.56399
5cei,38.65398
5ceo,11.78115
5cep,-30.40235
5ceq,0.76594
5cf4,78.9534
5cf5,55.32997
5cf6,87.32971
5cf8,48.64771
5cfa,247.4043
5cfb,49.03124
5cgc,42.8289
5cgd,40.65408
5cgj,51.55111
5cgv,40.89919
5chk,43.76714
5ci7,-109.34781
5cil,75.88827
5cin,46.23465
5cj6,69.91661
5cjf,13.99219
5ckr,-167.60309
5cks,136.67799
5clm,147.576
5cls,-20.14389
5cnj,-17.9652
5cnm,-6.31504
5cp5,8.38486
5cp9,-3.62036
5cpr,68.95141
5cqj,89.07272
5cqt,-7.10042
5cqu,45.3645
5cqx,116.27503
5cr7,59.04795
5cs2,257.00504
5cs3,111.26336
5cs5,-28.70542
5cs6,26.75467
5csd,38.05317
5csh,42.5218
5cso,-20.33211
5csp,15.14134
5cst,-49.47221
5csw,-109.84466
5csx,-21.98332
5csz,-49.03613
5ct1,-82.90619
5ct2,-48.60233
5ct7,60.4251
5ctb,66.56085
5ctc,11.0327
5cte,13.46918
5cu2,12.8032
5cu4,-1.90997
5cuh,-34.54873
5cuq,21.69436
5cuu,201.30135
5cvd,-357.44536
5cw8,81.4177
5cwa,116.00952
5cxa,105.13752
5cxh,22.31632
5cxi,53.49182
5cxz,13.73401
5cy3,19.67183
5cy9,-7.42701
5cyi,-59.63479
5cyv,-20.69126
5czb,44.82457
5czm,123.79281
5d0c,-33.44092
5d0j,-21.5413
5d0r,33.559
5d10,-29.98288
5d11,-15.12709
5d12,24.25382
5d1j,-3.84522
5d1n,78.50338
5d1r,-4.83244
5d1s,32.29786
5d1t,28.85228
5d1u,30.85231
5d1w,7.66346
5d21,123.92933
5d24,36.63999
5d25,-14.66582
5d26,-59.2426
5d29,78.93587
5d2a,332.68177
5d2r,157.65864
5d3c,72.31927
5d3h,8.35829
5d3j,-14.88986
5d3l,-8.16396
5d3n,-30.47439
5d3p,48.28674
5d3s,10.5479
5d3t,20.00256
5d3x,946.60234
5d45,63.97399
5d47,80.4017
5d48,55.46748
5d4a,27.45741
5d6e,-20.36703
5d6f,-18.40778
5d6j,107.10996
5d6p,-78.40263
5d6q,-55.27751
5d6y,-93.28063
5d75,235.20406
5d7a,4.16399
5d7c,23.53503
5d7e,-148.31709
5d7r,124.33144
5d7x,80.65637
5d9k,23.61933
5d9l,32.49458
5d9p,50.51726
5da3,94.40952
5dah,25.82158
5db0,33.74004
5db1,-4.79106
5db2,-4.47928
5db3,21.52236
5dbm,60.6969
5dcz,70.62188
5dd0,-20.19925
5dd9,69.59206
5dda,78.28331
5ddb,87.7561
5ddc,99.33974
5ddd,28.65428
5dde,35.77523
5ddf,98.99677
5dex,57.87741
5dey,8.95717
5dfp,-14.01104
5dg6,-32.12568
5dgj,-41.47031
5dgm,171.79431
5dgu,-0.34505
5dgw,-4.67124
5dgz,107.59079
5dh3,-81.17045
5dh4,79.79782
5dh5,91.60451
5dhf,
5dhg,110.05833
5dhh,63.51448
5dhj,44.03532
5dhp,85.71289
5dhq,111.33617
5dhr,58.3598
5dhs,75.27377
5dht,75.93046
5dhu,70.10391
5di1,52.83481
5dia,46.0826
5dif,106.83324
5diq,93.43824
5dit,184.76823
5diu,190.39723
5div,102.44546
5dj5,38.20021
5djp,53.97282
5djr,37.88889
5djv,167.19074
5dk4,-44.11578
5dkn,55.79882
5dkr,34.67614
5dl1,49.45336
5dls,100.73576
5dlv,71.98991
5dlx,90.11781
5dlz,26.23784
5dms,-19.76573
5dnu,30.00837
5doh,-5.95658
5dp4,-35.04789
5dp5,-31.16051
5dp6,17.97588
5dp7,-7.77388
5dp8,50.72161
5dp9,38.80251
5dpa,-17.12769
5dpx,37.92594
5dq8,65.61761
5dqc,85.59526
5dqe,41.65666
5dqf,177.8177
5drc,84.02431
5dri,99.04904
5dro,91.92153
5drq,84.37019
5drr,97.61653
5drs,-70.98434
5drt,20.68279
5dry,62.44687
5dsx,-14.7647
5dt2,-9.95865
5dtj,28.85322
5dtk,55.82479
5dtm,4.59676
5dtq,71.03771
5dtr,87.65632
5dts,62.35314
5dtt,53.85863
5dtw,-16.72033
5du4,20.71609
5du6,36.47604
5du8,41.11798
5duc,19.08303
5duf,32.35924
5dus,-24.94869
5duw,89.43218
5dv2,-194.65739
5dv4,949.51831
5dva,46.88678
5dw1,63.35472
5dw2,40.90993
5dwr,111.0816
5dx3,-104.2197
5dx4,18.29609
5dxb,-135.80459
5dxe,-118.6101
5dxg,-118.8095
5dxh,68.47193
5dxt,60.76805
5dxu,61.22912
5dy5,23.84994
5dy7,80.9601
5dya,74.80417
5dyo,68.88364
5dyt,21.39111
5dyw,49.74555
5dyy,3.71428
5e0a,50.12284
5e0g,-76.88643
5e0h,-72.34497
5e0j,-26.25465
5e0l,237.92325
5e0m,-18.3859
5e13,-40.04259
5e1b,-37.74777
5e1d,-33.83733
5e1e,82.28118
5e1m,-43.36228
5e1o,-137.68995
5e1s,158.88341
5e28,-45.49048
5e2k,-44.98369
5e2l,19.33291
5e2m,-71.39123
5e2n,-70.99939
5e2o,102.88587
5e2p,74.60267
5e2q,-139.4198
5e2r,12.28019
5e2s,-23.5705
5e2v,-246.24106
5e2w,-195.97853
5e3a,118.15141
5e3d,-68.16981
5e3g,-110.40355
5e4w,18.92799
5e5g,16.0962
5e6o,94.4937
5e73,98.1247
5e74,160.40663
5e7n,12.07143
5e7r,89.81656
5e80,151.41442
5e88,140.61972
5e89,157.99066
5e8a,166.89136
5e8f,239.60953
5e8r,127.28389
5e8w,168.30196
5e8z,214.21405
5e90,214.48557
5e91,214.7866
5ea3,148.92509
5ea4,36.95685
5ea5,249.28123
5ea6,-31.01256
5ea7,34.83158
5eak,54.98304
5eay,27.08927
5eb2,17.71645
5eb3,26.47953
5ece,170.95865
5ech,25.76618
5eci,19.71669
5ect,-214.1733
5ecv,76.02728
5edb,56.15456
5edc,49.0678
5edd,-213.7217
5edi,-49.40434
5edl,-23.26248
5edq,-13.95079
5edr,-22.63772
5eds,26.8887
5edu,84.49827
5ee7,75.00828
5ee8,
5eec,
5eef,81.34751
5eei,23.46578
5eek,81.85592
5eel,146.71077
5een,11.72541
5eeq,190.80024
5ef7,118.10687
5ef8,65.90871
5efa,-517.22944
5efb,9.81044
5efc,-223.94901
5efh,136.34748
5efj,64.49832
5eg4,55.54332
5ega,69.68817
5egm,88.79347
5egs,140.33473
5egu,-120.60681
5eh0,9.43195
5eh5,45.81605
5eh7,19.10398
5eh8,23.91068
5ehe,-77.90091
5ehg,34.22062
5ehi,-31.46152
5ehn,136.09049
5ehp,16.65692
5ehq,160.97147
5ehr,68.98384
5ehv,91.89335
5ehw,11.64621
5ehy,50.04685
5ei2,26.09574
5ei3,-9.46997
5ei4,-148.68151
5ei6,53.77831
5ei8,33.95971
5eie,52.25223
5eif,34.90207
5eis,-124.23269
5eiw,34.1454
5eje,92.74081
5ejl,-197.26697
5ejv,140.48505
5ejw,3.94083
5ek0,13.70996
5ek9,-42.01781
5ekg,-72.09446
5ekh,-53.91648
5ekj,-24.16193
5ekm,-30.77344
5ekn,-4.22052
5eko,67.0771
5ekx,13.1821
5el2,-42.89525
5el9,-11.43236
5eld,354.81458
5ele,356.90966
5elf,387.40087
5elq,39.30896
5elv,-130.59392
5elw,-9.92183
5ely,83.5398
5elz,-68.47125
5em3,31.15207
5em5,127.6099
5em6,-30.82259
5em7,132.81674
5em8,130.61716
5em9,-11.78354
5ema,66.94003
5emb,155.6535
5emj,55.17441
5emk,90.77034
5eml,131.6686
5emm,72.33043
5en3,22.69102
5enb,-34.86193
5enc,-20.8968
5ene,62.08981
5enf,29.10084
5enh,-0.10302
5eni,11.18587
5enj,-4.08402
5enk,-61.10697
5enm,-69.71602
5eob,162.08451
5eoc,61.71843
5eok,255.58363
5eol,93.49066
5eom,-34.77742
5eou,101.02118
5epk,148.6475
5epl,151.32023
5epn,5.09217
5epp,-790.85245
5epr,60.83243
5eps,70.67263
5epy,3.52695
5eq0,152.80191
5eq1,41.04273
5eqe,209.04686
5eqp,156.41398
5eqq,7.21393
5eqy,416.69101
5er1,216.97049
5er2,2.72613
5er4,79.74687
5er5,72.19408
5erg,79.74451
5es1,60.34341
5esq,-414.80814
5est,
5eta,-172.15774
5etb,37.64432
5etf,43.87421
5eth,71.05653
5etj,-184.84176
5etk,-228.12237
5etl,-55.15373
5etm,-219.93364
5etn,-150.71676
5eto,-221.1299
5etp,-200.7359
5etq,-45.91692
5etr,-225.69369
5ets,-224.41222
5ett,-222.04852
5etu,-413.29531
5etv,-199.86036
5etx,7.9901
5ety,-57.17807
5eu1,48.48079
5eud,64.65805
5eue,69.01139
5euk,-388.30073
5ev8,4.13945
5eva,-11.18141
5evb,3.11717
5evd,14.83143
5evk,2.33933
5evz,53.47396
5ew0,-0.80433
5ew3,85.87202
5ew9,24.21266
5ewa,15.51429
5ewd,31.02429
5ewh,28.92062
5ewj,83.53848
5ewk,70.74946
5ewm,57.75556
5ewy,39.99748
5ewz,-549.87821
5exl,44.67869
5exm,8.26218
5exn,30.62199
5exw,87.1901
5exx,-525.6007
5ey0,-208.3737
5ey4,56.29648
5ey8,-15.73419
5ey9,-16.66814
5eyc,40.01996
5eyd,76.92985
5eyk,29.37393
5eym,57.19887
5eyr,59.53499
5eyz,-87.91066
5ez0,132.18264
5ezg,-145.68072
5ezh,-89.88246
5ezx,39.66276
5ezz,51.60072
5f00,159.78457
5f01,32.65005
5f02,61.79118
5f04,-35.14695
5f08,21.74081
5f0c,14.05758
5f0f,39.30079
5f0h,37.6983
5f1c,60.41052
5f1h,64.07877
5f1j,-1.74963
5f1l,77.98188
5f1r,92.33398
5f1u,12.54211
5f1v,49.16421
5f1x,115.4038
5f1z,-8.19916
5f20,29.89757
5f25,18.19056
5f27,13.54826
5f2f,126.70781
5f2k,76.2693
5f2p,-72.25676
5f2r,226.71967
5f2s,1.30047
5f2u,162.43506
5f2w,-37.10306
5f32,-31.63209
5f37,-23.32922
5f39,13.19926
5f3c,68.73566
5f3e,57.59531
5f3g,82.05767
5f3i,57.32693
5f3t,85.8167
5f3z,75.59286
5f41,72.04075
5f4l,-97.22136
5f4n,165.83877
5f4p,-93.79489
5f4r,-247.89108
5f4u,-246.38409
5f5b,-147.48683
5f5i,-15.95839
5f5z,-2.9012
5f60,2.06839
5f61,12.06618
5f62,19.53428
5f63,-102.54564
5f67,109.51685
5f6d,2.05016
5f6u,21.94222
5f6v,36.30617
5f74,10.32855
5f88,-347.94162
5f8y,86.45797
5f90,293.03098
5f91,51.73067
5f94,15.4512
5f95,33.09053
5f9b,151.88004
5f9e,-7.99295
5fa7,45.94376
5fah,-5.22831
5fao,71.35952
5fap,53.91434
5faq,85.37393
5fas,52.86858
5fat,45.59131
5fb0,-397.40353
5fb1,-201.9761
5fb7,35.68451
5fbe,-15.15799
5fbi,15.61342
5fbn,-45.09672
5fbo,-3.06659
5fck,69.70176
5fcw,98.56482
5fcz,99.93796
5fd2,-70.48487
5fdc,-217.46062
5fdd,95.76115
5fdg,89.52331
5fdi,-206.12782
5fdo,-50.32788
5fdp,310.09921
5fdr,5.31344
5fdz,53.20323
5fe6,27.99958
5fe7,34.70822
5fe9,-5.52371
5ff6,-419.86591
5fgk,38.25101
5fh6,41.15872
5fh7,87.3863
5fh8,41.97398
5fhm,30.18508
5fhn,33.69494
5fho,26.58797
5fi2,6.64139
5fi6,14.0262
5fi7,16.86876
5fiv,23.51945
5fjw,
5fjx,84.73519
5fkj,106.50727
5fky,28.26701
5fl0,25.25068
5fl1,24.26251
5fl4,1.45034
5fl5,-20.74654
5fl6,-22.64822
5flo,11.91684
5flp,26.15414
5flq,78.47532
5fls,15.64688
5flt,59.20955
5fnc,-139.47611
5fnd,-31.04525
5fnf,69.46154
5fng,19.94025
5fni,25.25093
5fnj,48.68225
5fnq,12.45544
5fnr,42.97323
5fns,-20.49306
5fnt,9.80773
5fnu,26.55278
5fog,132.30412
5fol,113.91077
5fom,
5foo,-27.91951
5fos,-327.14832
5fot,62.45668
5fou,54.28937
5fov,60.3749
5fow,108.994
5fox,40.5833
5fp0,0.36029
5fpi,110.10447
5fpk,56.6215
5fpp,-19.23899
5fpu,13.59058
5fq9,
5fqb,
5fqc,
5fqp,13.40832
5fqr,7.60092
5fqs,19.92046
5fqt,13.42753
5fqv,11.15629
5fs5,96.03819
5fsl,-76.5021
5fsm,-6.63965
5fsn,-115.01993
5fso,-125.16558
5fsx,37.48154
5fsy,-16.9483
5ftg,108.32373
5fto,233.41067
5ftq,214.64572
5fue,72.09051
5ful,79.46361
5fum,255.2797
5fun,-19.93606
5fus,12.06508
5fut,46.60288
5fv7,59.43127
5fwa,-106.18554
5fwg,112.30919
5fwj,34.89225
5fwr,141.8774
5fyq,78.58663
5fyx,526.64442
5g0q,-68.34237
5g10,77.82304
5g11,140.72638
5g17,76.44224
5g1a,143.79936
5g1c,56.70317
5g1n,290.3628
5g1p,-95.34536
5g1z,48.08142
5g22,129.80841
5g2g,84.36843
5g2n,59.20476
5g3m,34.76579
5g3n,70.19401
5g3w,62.06959
5g42,30.09773
5g43,-66.37232
5g45,64.65223
5g46,37.09616
5g4m,23.75493
5g4n,25.59422
5g4o,35.20239
5g53,61.81254
5g5f,29.96493
5g5z,329.66438
5g60,442.45571
5g61,575.2076
5gg4,153.86599
5ggj,167.79489
5ggk,156.01804
5ggl,117.52726
5ggn,125.31772
5ggo,193.33203
5ggp,133.94725
5ggz,-8.87654
5ghv,87.28622
5gic,142.54197
5gid,137.87444
5gj9,114.95487
5gja,93.62465
5gjd,128.34773
5gjf,99.82148
5gjg,161.01033
5glu,307.55669
5gmh,77.72116
5gmi,139.85514
5gmj,237.24023
5gmm,1.75592
5gmn,3.17287
5gmp,82.64537
5gmv,110.49611
5gnk,21.08425
5goe,-226.53127
5gof,-187.10524
5gow,1797.24903
5gp7,-250.28807
5gr9,144.05079
5gs4,-187.69082
5gs9,-175.78652
5gsa,66.71494
5gso,1.96858
5gsw,7.38604
5gtr,433.65153
5gty,59.98648
5gu4,161.10972
5gub,131.52556
5gvk,56.05111
5gvl,77.05824
5gvm,126.47621
5gvn,63.6655
5gvp,95.19352
5gwz,61.45468
5gx6,112.66424
5gx7,107.20044
5h08,-35.721
5h09,65.82052
5h0b,30.31077
5h0e,48.23131
5h0g,51.30742
5h0h,58.68597
5h13,77.06572
5h14,99.95833
5h15,157.75771
5h17,82.32332
5h19,108.14693
5h1e,-111.22382
5h1t,-24.56485
5h1u,-40.73178
5h1v,187.15022
5h21,58.4614
5h2u,42.77073
5h3q,99.78909
5h5f,76.79569
5h5o,-251.00067
5h5q,-785.78681
5h5r,-400.30698
